id_wt,wort,aktualisiert,rechtschreibung,zertifikat,bedeutung_text,beispiel_text,star,stufe,bedeutung,beispiel
24,abschneiden,1,abschneiden,0,"ab­schnei­den : 
in bestimmter Weise Erfolg haben

Betonung: 
ạbschneiden [sound:ID4108700_44583291.mp3]
",er hat bei diesem Vergleich nicht gut abgeschnitten,,5,"ab­schnei­den : <div class=""Bedeutung"" id=""Bedeutung5"">
<span class=""content"">in bestimmter Weise Erfolg haben</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạbschneiden</span></em> <span>[sound:ID4108700_44583291.mp3]</span></dd>
</dl></br>","<div class=""abschneiden""></div><span class=""beispiel""><span class=""font_normal"">er hat bei diesem Vergleich nicht gut abgeschnitten</span></span>"
25,Absolventen,0,,,,,,5,,
26,abspeichern,1,abspeichern,0,"ab­spei­chern : (Daten) in einen Speicher (2b) eingeben und aufbewahren
Betonung: 


ạbspeichern


","Daten, Musik abspeichern",,3,"ab­spei­chern : <div class=""content"">(Daten) in einen <a href=""http://www.duden.de/rechtschreibung/Speicher#b2-Bedeutung-2b"" meta-ref-anker=""#b2-Bedeutung-2b"" meta-ref-id=""10065307"" meta-ref-name=""Speicher"" meta-type=""art"">Speicher (2b)</a> eingeben und aufbewahren</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbspeichern</span>
</em>
</dd>
</dl></br>","<div class=""abspeichern""></div><span class=""beispiel""><span class=""font_normal"">Daten, Musik abspeichern</span></span>"
26,abspeichern,1,abspeichern,0,"ab­spei­chern : (Daten) in einen Speicher (2b) eingeben und aufbewahren
Betonung: 


ạbspeichern


",etwas auf Magnetband abspeichern,,3,"ab­spei­chern : <div class=""content"">(Daten) in einen <a href=""http://www.duden.de/rechtschreibung/Speicher#b2-Bedeutung-2b"" meta-ref-anker=""#b2-Bedeutung-2b"" meta-ref-id=""10065307"" meta-ref-name=""Speicher"" meta-type=""art"">Speicher (2b)</a> eingeben und aufbewahren</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbspeichern</span>
</em>
</dd>
</dl></br>","<div class=""abspeichern""></div><span class=""beispiel""><span class=""font_normal"">etwas auf Magnetband abspeichern</span></span>"
26,abspeichern,1,abspeichern,0,"ab­spei­chern : (Daten) in einen Speicher (2b) eingeben und aufbewahren
Betonung: 


ạbspeichern


","einen Text auf der Festplatte, auf Diskette abspeichern",,3,"ab­spei­chern : <div class=""content"">(Daten) in einen <a href=""http://www.duden.de/rechtschreibung/Speicher#b2-Bedeutung-2b"" meta-ref-anker=""#b2-Bedeutung-2b"" meta-ref-id=""10065307"" meta-ref-name=""Speicher"" meta-type=""art"">Speicher (2b)</a> eingeben und aufbewahren</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbspeichern</span>
</em>
</dd>
</dl></br>","<div class=""abspeichern""></div><span class=""beispiel""><span class=""font_normal"">einen Text auf der Festplatte, auf Diskette abspeichern</span></span>"
26,abspeichern,1,abspeichern,0,"ab­spei­chern : (Daten) in einen Speicher (2b) eingeben und aufbewahren
Betonung: 


ạbspeichern


",diese Informationen sind bei mir im Gehirn abgespeichert,,3,"ab­spei­chern : <div class=""content"">(Daten) in einen <a href=""http://www.duden.de/rechtschreibung/Speicher#b2-Bedeutung-2b"" meta-ref-anker=""#b2-Bedeutung-2b"" meta-ref-id=""10065307"" meta-ref-name=""Speicher"" meta-type=""art"">Speicher (2b)</a> eingeben und aufbewahren</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbspeichern</span>
</em>
</dd>
</dl></br>","<div class=""abspeichern""></div><span class=""beispiel""><span class=""font_normal"">diese Informationen sind bei mir im Gehirn abgespeichert</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, Distanz (1)

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",der Abstand beträgt 3 Meter,,3,"Ab­stand, der : <div id=""Bedeutung1a"">
<span class=""content"">räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, <a href=""http://www.duden.de/rechtschreibung/Distanz#b2-Bedeutung-1"" meta-ref-anker=""#b2-Bedeutung-1"" meta-ref-id=""10029320"" meta-ref-name=""Distanz"" meta-type=""art"">Distanz (1)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">der Abstand beträgt 3 Meter</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, Distanz (1)

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
","der Abstand zwischen ihnen hatte sich verkleinert, vergrößert",,3,"Ab­stand, der : <div id=""Bedeutung1a"">
<span class=""content"">räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, <a href=""http://www.duden.de/rechtschreibung/Distanz#b2-Bedeutung-1"" meta-ref-anker=""#b2-Bedeutung-1"" meta-ref-id=""10029320"" meta-ref-name=""Distanz"" meta-type=""art"">Distanz (1)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">der Abstand zwischen ihnen hatte sich verkleinert, vergrößert</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, Distanz (1)

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",in 50 Meter Abstand,,3,"Ab­stand, der : <div id=""Bedeutung1a"">
<span class=""content"">räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, <a href=""http://www.duden.de/rechtschreibung/Distanz#b2-Bedeutung-1"" meta-ref-anker=""#b2-Bedeutung-1"" meta-ref-id=""10029320"" meta-ref-name=""Distanz"" meta-type=""art"">Distanz (1)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">in 50 Meter Abstand</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, Distanz (1)

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",über einen Abstand von sechs Metern hinweg,,3,"Ab­stand, der : <div id=""Bedeutung1a"">
<span class=""content"">räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, <a href=""http://www.duden.de/rechtschreibung/Distanz#b2-Bedeutung-1"" meta-ref-anker=""#b2-Bedeutung-1"" meta-ref-id=""10029320"" meta-ref-name=""Distanz"" meta-type=""art"">Distanz (1)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">über einen Abstand von sechs Metern hinweg</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, Distanz (1)

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",der soziale Abstand (die gesellschaftlichen Rangunterschiede),,3,"Ab­stand, der : <div id=""Bedeutung1a"">
<span class=""content"">räumliche Entfernung zwischen zwei Punkten, Körpern; Zwischenraum, <a href=""http://www.duden.de/rechtschreibung/Distanz#b2-Bedeutung-1"" meta-ref-anker=""#b2-Bedeutung-1"" meta-ref-id=""10029320"" meta-ref-name=""Distanz"" meta-type=""art"">Distanz (1)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">der soziale Abstand <span class=""font_kursiv"">(die gesellschaftlichen Rangunterschiede)</span></span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Spanne zwischen zwei Zeitpunkten

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",ein Abstand von 14 Sekunden,,3,"Ab­stand, der : <div id=""Bedeutung1b"">
<span class=""content"">Spanne zwischen zwei Zeitpunkten</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">ein Abstand von 14 Sekunden</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Spanne zwischen zwei Zeitpunkten

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",der Abstand beträgt 6 Minuten,,3,"Ab­stand, der : <div id=""Bedeutung1b"">
<span class=""content"">Spanne zwischen zwei Zeitpunkten</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">der Abstand beträgt 6 Minuten</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Spanne zwischen zwei Zeitpunkten

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",jemanden in regelmäßigen Abständen besuchen,,3,"Ab­stand, der : <div id=""Bedeutung1b"">
<span class=""content"">Spanne zwischen zwei Zeitpunkten</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">jemanden in regelmäßigen Abständen besuchen</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Spanne zwischen zwei Zeitpunkten

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",mit einem deutlichen Abstand von zwei Sekunden siegen,,3,"Ab­stand, der : <div id=""Bedeutung1b"">
<span class=""content"">Spanne zwischen zwei Zeitpunkten</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">mit einem deutlichen Abstand von zwei Sekunden siegen</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Spanne zwischen zwei Zeitpunkten

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
","es fehlt ihm noch der innere Abstand zu den Ereignissen (es ist noch nicht genug Zeit verstrichen, die ihm eine klarere, ruhigere Beurteilung der Ereignisse erlaubte)",,3,"Ab­stand, der : <div id=""Bedeutung1b"">
<span class=""content"">Spanne zwischen zwei Zeitpunkten</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">es fehlt ihm noch der innere Abstand zu den Ereignissen <span class=""font_kursiv"">(es ist noch nicht genug Zeit verstrichen, die ihm eine klarere, ruhigere Beurteilung der Ereignisse erlaubte)</span></span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Zurückhaltung, gebührender Respekt im Umgang mit anderen Menschen; Distanz (2b)

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",den gebührenden Abstand wahren,,3,"Ab­stand, der : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">Zurückhaltung, gebührender Respekt im Umgang mit anderen Menschen; <a href=""http://www.duden.de/rechtschreibung/Distanz#b2-Bedeutung-2b"" meta-ref-anker=""#b2-Bedeutung-2b"" meta-ref-id=""10029320"" meta-ref-name=""Distanz"" meta-type=""art"">Distanz (2b)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">den gebührenden Abstand wahren</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Zurückhaltung, gebührender Respekt im Umgang mit anderen Menschen; Distanz (2b)

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
",er kann nicht genügend Abstand halten,,3,"Ab­stand, der : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">Zurückhaltung, gebührender Respekt im Umgang mit anderen Menschen; <a href=""http://www.duden.de/rechtschreibung/Distanz#b2-Bedeutung-2b"" meta-ref-anker=""#b2-Bedeutung-2b"" meta-ref-id=""10029320"" meta-ref-name=""Distanz"" meta-type=""art"">Distanz (2b)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">er kann nicht genügend Abstand halten</span></span>"
27,Abstand,1,Abstand,0,"Ab­stand, der : 
Abstandssumme, Abfindung

Betonung: 
Ạbstand [sound:ID4109957_101045783.mp3]
","einen Abstand zahlen, verlangen",,3,"Ab­stand, der : <div class=""Bedeutung"" id=""Bedeutung3"">
<span class=""content"">Abstandssumme, Abfindung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạbstand</span></em> <span>[sound:ID4109957_101045783.mp3]</span></dd>
</dl></br>","<div class=""Abstand""></div><span class=""beispiel""><span class=""font_normal"">einen Abstand zahlen, verlangen</span></span>"
28,abwägen,1,abwaegen,0,"ab­wä­gen : 
vergleichend und prüfend genau bedenken, überlegen

Betonung: 
ạbwägen [sound:ID4112081_529171404.mp3]
",das Pro und Kontra einer Sache abwägen,,5,"ab­wä­gen : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">vergleichend und prüfend genau bedenken, überlegen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạbwägen</span></em> <span>[sound:ID4112081_529171404.mp3]</span></dd>
</dl></br>","<div class=""abwaegen""></div><span class=""beispiel""><span class=""font_normal"">das Pro und Kontra einer Sache abwägen</span></span>"
28,abwägen,1,abwaegen,0,"ab­wä­gen : 
vergleichend und prüfend genau bedenken, überlegen

Betonung: 
ạbwägen [sound:ID4112081_529171404.mp3]
","man muss abwägen, was wichtiger ist",,5,"ab­wä­gen : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">vergleichend und prüfend genau bedenken, überlegen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạbwägen</span></em> <span>[sound:ID4112081_529171404.mp3]</span></dd>
</dl></br>","<div class=""abwaegen""></div><span class=""beispiel""><span class=""font_normal"">man muss abwägen, was wichtiger ist</span></span>"
28,abwägen,1,abwaegen,0,"ab­wä­gen : 
vergleichend und prüfend genau bedenken, überlegen

Betonung: 
ạbwägen [sound:ID4112081_529171404.mp3]
",etwas kritisch abwägend erörtern,,5,"ab­wä­gen : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">vergleichend und prüfend genau bedenken, überlegen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạbwägen</span></em> <span>[sound:ID4112081_529171404.mp3]</span></dd>
</dl></br>","<div class=""abwaegen""></div><span class=""beispiel""><span class=""font_normal"">etwas kritisch abwägend erörtern</span></span>"
28,abwägen,1,abwaegen,0,"ab­wä­gen : 
vergleichend und prüfend genau bedenken, überlegen

Betonung: 
ạbwägen [sound:ID4112081_529171404.mp3]
",sorgfältig abgewogene Worte,,5,"ab­wä­gen : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">vergleichend und prüfend genau bedenken, überlegen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạbwägen</span></em> <span>[sound:ID4112081_529171404.mp3]</span></dd>
</dl></br>","<div class=""abwaegen""></div><span class=""beispiel""><span class=""font_normal"">sorgfältig abgewogene Worte</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
abschlagen, zurückschlagen

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
","den Feind, einen Angriff abwehren",,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">abschlagen, zurückschlagen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">den Feind, einen Angriff abwehren</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
abschlagen, zurückschlagen

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
",einen Eckball abwehren,,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">abschlagen, zurückschlagen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">einen Eckball abwehren</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
erfolgreich abwenden; vereiteln

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
","ein Unheil, eine Gefahr abwehren",,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">erfolgreich abwenden; vereiteln</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">ein Unheil, eine Gefahr abwehren</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
erfolgreich abwenden; vereiteln

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
",das Schlimmste konnte ich abwehren,,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">erfolgreich abwenden; vereiteln</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">das Schlimmste konnte ich abwehren</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
von sich weisen; zurückweisen; sich gegen etwas wehren

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
","eine Zumutung, einen Verdacht, jemandes Dank abwehren",,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung3"">
<span class=""content"">von sich weisen; zurückweisen; sich gegen etwas wehren</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">eine Zumutung, einen Verdacht, jemandes Dank abwehren</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
nicht zulassen; fernhalten; verscheuchen

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
","einen Besucher, einige Neugierige, Fliegen von jemandem abwehren",,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung4"">
<span class=""content"">nicht zulassen; fernhalten; verscheuchen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">einen Besucher, einige Neugierige, Fliegen von jemandem abwehren</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
auf etwas ablehnend reagieren

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
","als sie das hörte, wehrte sie erschrocken ab",,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung5"">
<span class=""content"">auf etwas ablehnend reagieren</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">als sie das hörte, wehrte sie erschrocken ab</span></span>"
29,abwehren,1,abwehren,0,"ab­weh­ren : 
auf etwas ablehnend reagieren

Betonung: 


ạbwehren


Lautschrift: 
[ˈapveːrən]
",abwehrend die Hand heben,,5,"ab­weh­ren : <div class=""Bedeutung"" id=""Bedeutung5"">
<span class=""content"">auf etwas ablehnend reagieren</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ạbwehren</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈapveːrən</span></em>]</dd>
</dl></br>","<div class=""abwehren""></div><span class=""beispiel""><span class=""font_normal"">abwehrend die Hand heben</span></span>"
30,akademisch,1,akademisch,0,"aka­de­misch : 
an einer Universität oder Hochschule erworben, erfolgend, üblich, vorhanden

Betonung: 
akade̲misch [sound:ID4130406_460532492.mp3]
",eine akademische Position,,7,"aka­de­misch : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">an einer Universität oder Hochschule erworben, erfolgend, üblich, vorhanden</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">akade̲misch</span></em> <span>[sound:ID4130406_460532492.mp3]</span></dd>
</dl></br>","<div class=""akademisch""></div><span class=""beispiel""><span class=""font_normal"">eine akademische Position</span></span>"
30,akademisch,1,akademisch,0,"aka­de­misch : 
an einer Universität oder Hochschule erworben, erfolgend, üblich, vorhanden

Betonung: 
akade̲misch [sound:ID4130406_460532492.mp3]
",akademisch [vor]gebildet sein,,7,"aka­de­misch : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">an einer Universität oder Hochschule erworben, erfolgend, üblich, vorhanden</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">akade̲misch</span></em> <span>[sound:ID4130406_460532492.mp3]</span></dd>
</dl></br>","<div class=""akademisch""></div><span class=""beispiel""><span class=""font_normal"">akademisch [vor]gebildet sein</span></span>"
30,akademisch,1,akademisch,0,"aka­de­misch : 
herkömmlich und formal musterhaft, aber unlebendig und ohne Verve

Betonung: 
akade̲misch [sound:ID4130406_460532492.mp3]
",eine Kunst von akademischer Blässe,,7,"aka­de­misch : <div id=""Bedeutung2a"">
<span class=""content"">herkömmlich und formal musterhaft, aber unlebendig und ohne Verve</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">akade̲misch</span></em> <span>[sound:ID4130406_460532492.mp3]</span></dd>
</dl></br>","<div class=""akademisch""></div><span class=""beispiel""><span class=""font_normal"">eine Kunst von akademischer Blässe</span></span>"
30,akademisch,1,akademisch,0,"aka­de­misch : 
herkömmlich und formal musterhaft, aber unlebendig und ohne Verve

Betonung: 
akade̲misch [sound:ID4130406_460532492.mp3]
",ein akademisch gemaltes Porträt,,7,"aka­de­misch : <div id=""Bedeutung2a"">
<span class=""content"">herkömmlich und formal musterhaft, aber unlebendig und ohne Verve</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">akade̲misch</span></em> <span>[sound:ID4130406_460532492.mp3]</span></dd>
</dl></br>","<div class=""akademisch""></div><span class=""beispiel""><span class=""font_normal"">ein akademisch gemaltes Porträt</span></span>"
30,akademisch,1,akademisch,0,"aka­de­misch : 
lebensfern, trocken, theoretisch, voller Abstraktionen

Betonung: 
akade̲misch [sound:ID4130406_460532492.mp3]
",ein in akademischem Stil verfasster Aufsatz,,7,"aka­de­misch : <div id=""Bedeutung2b"">
<span class=""content"">lebensfern, trocken, theoretisch, voller Abstraktionen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">akade̲misch</span></em> <span>[sound:ID4130406_460532492.mp3]</span></dd>
</dl></br>","<div class=""akademisch""></div><span class=""beispiel""><span class=""font_normal"">ein in akademischem Stil verfasster Aufsatz</span></span>"
30,akademisch,1,akademisch,0,"aka­de­misch : 
müßig, überflüssig

Betonung: 
akade̲misch [sound:ID4130406_460532492.mp3]
","wenn es bei diesem Preis bleibt, werden alle inhaltlichen Fragen sowieso akademisch",,7,"aka­de­misch : <div id=""Bedeutung2c"">
<span class=""content"">müßig, überflüssig</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">akade̲misch</span></em> <span>[sound:ID4130406_460532492.mp3]</span></dd>
</dl></br>","<div class=""akademisch""></div><span class=""beispiel""><span class=""font_normal"">wenn es bei diesem Preis bleibt, werden alle inhaltlichen Fragen sowieso akademisch</span></span>"
31,Aktie,1,Aktie,0,"Ak­tie, die : Urkunde, in der das Anteilsrecht am Grundkapital einer Aktiengesellschaft festgelegt und der Anspruch auf einen bestimmten Teil des Gewinnes verbrieft ist
Lautschrift: 
[ˈakt͜si̯ə] [sound:ID4130418_318858252.mp3]
","die Aktien steigen, fallen",,7,"Ak­tie, die : <div class=""content"">Urkunde, in der das Anteilsrecht am Grundkapital einer Aktiengesellschaft festgelegt und der Anspruch auf einen bestimmten Teil des Gewinnes verbrieft ist</div><br><dl>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈakt͜si̯ə</span></em>] <span>[sound:ID4130418_318858252.mp3]</span></dd>
</dl></br>","<div class=""Aktie""></div><span class=""beispiel""><span class=""font_normal"">die Aktien steigen, fallen</span></span>"
